"SCOPUS_ID","EID","Title","Authors","Author IDs","Author Affiliations","Creators","Publication Name","eISSN","Volume","Page Range","Cover Date","DOI","Cited By Count","Aggregation Type","Subtype","Subtype Description","Source ID","Open Access","URL","Abstract","Subject Classification","Affiliation Names","Affiliation Cities","Affiliation Countries"
"105007110088","2-s2.0-105007110088","Impact of human capital and governance in enhancing financial reachability in selected developing countries","Khan A.A., Hidthiir M.H.B., Ahmad Z., Mansur M.","59544582400, 6505468100, 58905870200, 36523436300","60002763, 60002763, 60002763, 60001821","Khan A.A.","Discover Sustainability","26629984","6","N/A","2025-12-01","10.1007/s43621-025-01360-0","0","Journal","ar","Article","21101138720","0","https://api.elsevier.com/content/abstract/scopus_id/105007110088","The purpose of this study is to investigate how human capital measured by the Education Index, influences financial reachability across lower-, lower-middle-, and upper-middle-income countries. Applying a quantitative approach, the research utilizes panel data analysis from 2011 to 2021 on 89 developing countries, incorporating sources such as the UNDP Human Development Index and the Financial Inclusion Index. The findings highlight that insufficient investment in education can significantly constrain individuals’ capacity to engage with formal financial services, emphasizing the crucial role of financial literacy and skill-building initiatives. The result shows that, while financial accessibility initiatives have made progress, lack of education and weak governance structures continue to hinder financial reach for marginalized populations. Moreover, the study reveals that improvements in governance amplify the benefits of human capital on financial inclusion, creating a more conducive environment for banking institutions and digital financial platforms. This interaction indicates that both structural and policy-level barriers must be addressed concurrently to break the cycle of ineffective financial reach. The outcome of the study implies that targeted educational investment and robust governance measures are indispensable for sustainable economic development. By prioritizing skill enhancement and institutional stability, countries can advance more inclusive financial systems, encourage higher trust in formal financial products, and leverage funds more effectively. Ultimately, the study highlights the strategic importance of comprehensive educational policies and governance reforms as a pathway to achieving broader financial inclusion and enhanced socio-economic welfare.","Geography, Planning and Development, Renewable Energy, Sustainability and the Environment, Environmental Science (miscellaneous), Energy (miscellaneous)","Universiti Utara Malaysia","Sintok","Malaysia"
"105006898842","2-s2.0-105006898842","The future of green finance: how digital transformation and FinTech drive sustainability","Zaid M.A.K., Khan M.F., Al-Mekhlafi A.-W.A.-G.S., Al Koliby I.S., Saoula O., Saeed H.A.E.M., Mohammad R.A.","58909976400, 58910572400, 57208031034, 57970579500, 57195419233, 59921607000, 59424899200","60072795; 60017659, 60017659, 60105222, 60002763, 60002763, 60027741, 60027741","Zaid M.A.K.","Discover Sustainability","26629984","6","N/A","2025-12-01","10.1007/s43621-025-01356-w","0","Journal","ar","Article","21101138720","0","https://api.elsevier.com/content/abstract/scopus_id/105006898842","Despite the growing interest in green finance, its impact on sustainable performance remains inconclusive. This study investigates the effect of green finance on sustainable performance while exploring the moderating roles of financial technology (FinTech) adoption and digital transformation in this relationship. Using a survey of 152 employees from Saudi banks, data were analyzed using hierarchical regression with the PROCESS Macro tool. The results confirm a positive relationship between green finance and sustainable performance. In addition, FinTech adoption significantly moderates this relationship, enhancing the effectiveness of green finance. Importantly, the three-way interaction analysis reveals that digital transformation acts as a second-order moderator, as it strengthens the moderating effect of FinTech in the green finance–sustainable performance relationship. These results offer valuable insights into how digital capabilities condition the effectiveness of green finance in emerging economies. For policymakers and financial institutions, the findings highlight the importance of integrating digital tools and infrastructure to fully harness the benefits of green finance, where they suggest that the adoption of advanced financial technologies in conjunction with digital transformation can enhance sustainable performance, particularly in economies undergoing digital and environmental transitions, such as Saudi Arabia.","Geography, Planning and Development, Renewable Energy, Sustainability and the Environment, Environmental Science (miscellaneous), Energy (miscellaneous)","Taiz University | Dr. Babasaheb Ambedkar Marathwada University","Taiz | Aurangabad","Yemen | India"
"105006840379","2-s2.0-105006840379","Enhancing sustainable performance among manufacturing SMEs: the interplay of knowledge management and organizational structure","Al Koliby I.S., Noor N.H.M., Al-Swidi A.K., Al-Hakimi M.A., Mehat N.A.B.","57970579500, 56946649500, 36660614100, 57219948850, 58910635700","60002763; 60072793, 60004351, 60196726, 60072793; 60212025, 60103633","Al Koliby I.S.","Discover Sustainability","26629984","6","N/A","2025-12-01","10.1007/s43621-025-01351-1","0","Journal","ar","Article","21101138720","0","https://api.elsevier.com/content/abstract/scopus_id/105006840379","Manufacturing SMEs face persistent challenges in achieving sustainable performance (SP) due to resource constraints and ineffective knowledge management (KM) practices. Drawing on the knowledge-based view, contingency theory, and the triple bottom line framework, this research investigates the influence of KM on SP in Malaysian manufacturing SMEs, under the moderating effect of organizational structure (OS). Data was gathered through a survey of 428 SMEs, yielding 122 valid responses, and analyzed utilising structural equation modeling. The results confirm that KM significantly enhances SP, while OS plays a crucial role in strengthening this relationship. These findings offer both theoretical and practical contributions by demonstrating how adaptive organizational structures can amplify the benefits of KM, enabling SMEs to build resilience and drive sustainable growth. Decision-makers in government and industry can use these insights to optimize resource allocation and implement strategies that generate long-term economic, social, and environmental value. Future research should explore the longitudinal effects of KM on SP across various industries to enhance the applicability of these findings.","Geography, Planning and Development, Renewable Energy, Sustainability and the Environment, Environmental Science (miscellaneous), Energy (miscellaneous)","Thamar University | Universiti Utara Malaysia","Thamar | Sintok","Yemen | Malaysia"
"105007199308","2-s2.0-105007199308","Analysis of determinants affecting turnover intention in private higher education institutions in China","Tan Y., Ismail S.A.B.","59926716400, 57209634965","60002763, 60002763","Tan Y.","Multidisciplinary Science Journal","26751240","7","N/A","2025-11-01","10.31893/multiscience.2025553","0","Journal","ar","Article","21101133576","0","https://api.elsevier.com/content/abstract/scopus_id/105007199308","This study explores the relationships between job stress, job insecurity, burnout, and turnover intention among faculty in private higher education institutions (HEIs) in China. Grounded in the Job Demands-Resources (JD-R) Model and Conservation of Resources (COR) Theory, the study examines burnout as a mediating mechanism in this relationship. A survey was conducted among 184 lecturers across 23 regions, utilizing purposive sampling and analyzed using SPSS and SEM-PLS research methods. Findings indicate that job stress and job insecurity significantly contribute to burnout, which in turn increases turnover intention among academic staff. Additionally, the study highlights external factors influencing turnover, such as job market opportunities and employment conditions. The findings provide valuable insights for policy- makers and institutional leaders, emphasizing the need for strategies to enhance job security, stress management programs, and faculty support systems. Addressing these issues can improve employee retention, institutional stability, and long-term sustainability in the competitive higher education sector. This research contributes to the broader discourse on faculty well-being and retention strategies in higher education.","Multidisciplinary","Universiti Utara Malaysia","Sintok","Malaysia"
"105007090261","2-s2.0-105007090261","Production Process Improvement Towards Lean Process Effectiveness using FlexSim Simulation Software","Ahmad A.N.A., Ahmad M.F., Rasi R.Z.R., Abdul Rahim M., Abdul Rahim M.K.I., Bakri A., Lestari F.","57200987500, 57209502811, 54380682900, 59497503200, 59925406000, 55655008200, 56369456800","60090656, 60090656, 60090656, 60090652, 60002763, 60031886, 60105931","Ahmad A.N.A.","Journal of Advanced Research Design","22897984","132","52-65","2025-09-01","10.37934/ard.132.1.5265","0","Journal","ar","Article","21101264207","0","https://api.elsevier.com/content/abstract/scopus_id/105007090261","Lean involves optimizing entire value streams to minimize waste and enhance customer value in production practices. Process improvement encompasses the identification, analysis and enhancement of existing business processes to optimize performance and align with best practice standards for a company's products or services. Companies face the imperative of increasing production to meet demand per day. The challenges include enhancing the process effectiveness in the production line. Process effectiveness measures a process's ability to produce desired results, evaluated qualitatively. FlexSim integrates simulation, artificial intelligence, three-dimensional computer image processing and data processing technology. The research objectives include identifying the operational process flow in the study company, proposing a new production process flow using FlexSim simulation software and evaluating the process flow for reducing lead time as part of process improvement. This research adopts a qualitative method, collecting data through observation and interviews. This research helps companies to increase the efficiency and effectiveness of their productivity. The data is analysed using simulation software, focusing on production process improvement to enhance process effectiveness in the PMI's company. The study's outcome reveals a 19.92% reduction in lead time achieved by consolidating processes and eliminating waste, such as waiting time, transportation and product motion. This reduction translates to cost savings and increased profitability, highlighting the positive impact of the implemented changes on the overall performance of the company.","Computer Science (miscellaneous)","Universiti Tun Hussein Onn Malaysia","Batu Pahat","Malaysia"
"105006988107","2-s2.0-105006988107","Examining the proposed instrument model in learning management system use: a pilot study","Zulherman, Supriansyah, Bandarsyah D., Hamid M.N.S.","57222334925, 57222333896, 57217100125, 59923318800","60108627, 60108627, 60108627, 60002763","Zulherman ","Journal of Education and Learning","23029277","19","1631-1636","2025-08-01","10.11591/edulearn.v19i3.21880","0","Journal","ar","Article","21101162692","0","https://api.elsevier.com/content/abstract/scopus_id/105006988107","Online and distance learning technology with the learning management system (LMS) is an example of the application of online learning models at universities, which is the impact of technological developments. However, advances in LMS technology still need to be implemented in universities, the problem of university readiness being the main factor. Another area for improvement is the level of computer self-efficacy (CSE) among LMS users. Therefore, before the actual research was carried out, instrument testing was carried out regarding the factors influencing LMS users at the university. After testing the limited instrument on 63 university students, the results showed that of the six constructs with 21 indicator items, it was proven that only one indicator item was invalid. However, the reliability test has met the criteria. The conclusion of the initial test results of the instrument was declared valid and reliable, so it was suitable for actual testing.","Developmental and Educational Psychology, Development, Education","Universitas Muhammadiyah Prof. Dr. HAMKA","South Jakarta","Indonesia"
"105007079717","2-s2.0-105007079717","Investigating the effect of contingent factors on performance of SMEs: The mediating role of management accounting system","Ghazalat A., Mansour A.Z., Alkhasawneh S., Alhmood M.A.","57204826746, 57216225891, 58489957400, 57218320881","60070277, 60070277, 60070289, 60212344","Ghazalat A.","Human Systems Management","N/A","44","641-660","2025-07-01","10.1177/01672533251317072","0","Journal","ar","Article","19369","0","https://api.elsevier.com/content/abstract/scopus_id/105007079717","Background: SMEs failure is common within the first 5 years. For efficient resource management and improve corporate performance, SMEs need management accounting systems. Structure, strategy, and staff qualifications affect MAS adoption in organizations. Objective: : This study aims to examine the effect of contingent factors in the adoption of MAS, as well as the effect of MAS on performance, and also the role of MAS as a mediator between performance and contingent factors in SMEs in Jordan. Methods: PLS-SEM was used to evaluate a questionnaire of accounting department heads and finance managers from Jordanian SMEs (N = 415). Results: Decentralization, accounting staff qualification, differentiation strategy, and low-cost strategy directly increase MAS adoption. This study shows that MAS improve performance significantly. This study also shows that MAS mediate the relationship between decentralization, accounting staff qualification, differentiation strategy, and low-cost strategy and SME performance in Jordan. Conclusions: The study found that contingent factors can help us understand how managers can use MAS information to improve performance. The results only somewhat expand the corpus of research on MAS’s usefulness, but they help us understand the aspects that may affect MAS design and performance in firms.","Business, Management and Accounting (all)","Arab Open University","Amman","Jordan"
"105005861497","2-s2.0-105005861497","Assessing the adoption of barcode payment systems in Nigeria's transportation sector: An empirical study","Jiddah S.A., Hanan S.A., Anuar N.K.","59320413100, 57190412556, 57204107179","60105024; 60212344, 60212344, 60212344","Jiddah S.A.","Sustainable Futures","N/A","9","N/A","2025-06-01","10.1016/j.sftr.2025.100659","0","Journal","ar","Article","21101065044","0","https://api.elsevier.com/content/abstract/scopus_id/105005861497","Nigeria's transportation sector relies heavily on cash payments regardless of the Central Bank of Nigeria's New Quick Response (NQR) initiative to unify QR code schemes in 2021. The adoption of barcode payment systems, also known as Quick Response (QR) code payments in Nigeria's transportation sector remains low despite the introduction of the New Quick Response (NQR) payment solution by the Central Bank of Nigeria (CBN). This study investigates the factors influencing the adoption of barcode payment systems among road travelers in Nigeria. A survey of 500 road travelers was conducted using a structured questionnaire, and the data were analyzed using descriptive statistics and logistic regression analysis. The independent variables considered were cost, convenience, security, simplicity of use, and awareness. The regression model revealed that simplicity of use, convenience, security, and awareness were significant predictors of adoption, while cost had a positive but statistically insignificant effect. The study highlights that while awareness of barcode payment systems is relatively high (70 %), actual adoption is low (30 %). These findings suggest that despite awareness efforts, more focused interventions are required to address barriers such as security concerns and user experience. Future research could explore the adoption of barcode payment systems in other sectors and examine the role of government policies in promoting digital payments. This study contributes to the understanding of technology adoption in Nigeria's transportation sector, with practical implications for policymakers, transportation operators, and financial institutions aiming to enhance the use of digital payment systems.","Sociology and Political Science, Management Science and Operations Research, Management of Technology and Innovation","Federal University, Kashere | College of Business, Universiti Utara Malaysia","Gombe | Sintok","Nigeria | Malaysia"
"105005983533","2-s2.0-105005983533","Effect of self-efficacy sources and attitude on pronunciation learning strategies among EFL learners in China","Zou S., Singh P.K.K.","59911547900, 59912315000","60002763, 60002763","Zou S.","International Journal of Evaluation and Research in Education","26205440","14","2461-2472","2025-06-01","10.11591/ijere.v14i3.32861","0","Journal","ar","Article","21100934092","0","https://api.elsevier.com/content/abstract/scopus_id/105005983533","Pronunciation learning is a crucial yet often neglected aspect of second language acquisition, particularly for English as a foreign language (EFL) learner. However, the factors influencing effective pronunciation learning strategies (PLS) remain underexplored. This study aims to address this gap by investigating the effects of self-efficacy sources (mastery experiences, vicarious experiences, social persuasion, and physiological/emotional states) and attitude (cognitive, conative, and affective components) on the adoption of PLS among EFL learners in China. To explore these relationships, a quantitative approach was employed, using structural equation modeling to analyze data from 320 EFL students. The results reveal that self-efficacy sources, namely, mastery experiences and vicarious experiences, have a positive and significant effect on PLS, while verbal persuasion and psychological state have an insignificant impact on PLS. Moreover, findings indicate that cognitive and conative attitudes were found to have a positive and significant impact on PLS, whereas affective attitudes had no significant effect on PLS. This study contributes to the growing body of research on pronunciation learning by providing insights into how psychological factors can shape EFL learners’ strategy use, offering implications for language educators to support students in improving their pronunciation skills.","Education","Universiti Utara Malaysia","Sintok","Malaysia"
"105007192828","2-s2.0-105007192828","Effectiveness evaluation and application of large language model in data-driven teaching decision-making","Binrui J., Qingchang F., Jiuyan Z., Linping L.","59927121500, 59926452000, 59926716200, 59927121600","60016741; 124734806, 112573524, 60212344; 132650337, 60104915","Binrui J.","International Journal of Evaluation and Research in Education","26205440","14","2263-2277","2025-06-01","10.11591/ijere.v14i3.33374","0","Journal","ar","Article","21100934092","0","https://api.elsevier.com/content/abstract/scopus_id/105007192828","This study aims to examine teachers’ perceptions of the effectiveness of large language models (LLM) in supporting data-driven decision-making in educational contexts. Specifically, the study explores the influence of technological pedagogical knowledge, technological content knowledge, and technological pedagogical content knowledge on teachers’ utilization of LLMs for informed decision-making. Additionally, it investigates the moderating role of ethical considerations in the use of LLMs. A survey-based methodology was employed to collect data from university teachers in Chengdu, Sichuan, China, resulting in a sample of 319 respondents, which was analyzed using Smart PLS 4. The findings indicate that technological pedagogical knowledge, technological content knowledge, and technological pedagogical content knowledge for LLM use significantly impact data-driven decision-making in teaching. Moreover, ethical considerations were found to significantly moderate the relationship between these knowledge domains and data-driven decision-making. This study contributes novel insights by addressing the evaluation and application of LLM effectiveness from teachers’ perspectives, ultimately fostering the advancement of quality education.","Education","Sichuan TOP IT Vocational Institute | Metharath University","Chengdu | Bangkok","China | Thailand"
